prompt,target
"Question: What is performing a type of?
Choices: A) singing B) act C) feat D) smile E) acting
Answer:",B
"Question: The car was going from Alabama to New York, what was its goal?
Choices: A) head north B) speed up C) heading north D) go fast E) headed south
Answer:",A
"Question: What do they call the trash in Australia?
Choices: A) dirt B) subway C) state park D) container E) dustbin
Answer:",E
"Question: Joan wants to cook a potato, where should she place it?
Choices: A) boiling water B) paper bag C) restaurants D) underground E) cupboard
Answer:",A
"Question: Writers with a great what can amass a large fortune?
Choices: A) cookie B) bank C) real estate D) imagination E) bank roll
Answer:",D
"Question: Where do all animals live?
Choices: A) the moon B) fairgrounds C) surface of earth D) meadow E) zoos
Answer:",C
"Question: How are the conditions for someone who is living in a homeless shelter?
Choices: A) sometimes bad B) happy C) respiration D) growing older E) death
Answer:",A
"Question: You can do knitting to get the feeling of what?
Choices: A) relaxation B) arthritis C) adrenaline D) your E) sweater may produced
Answer:",A
"Question: What might a very large table be?
Choices: A) dining room B) conference C) kitchen D) in a lake E) demonstration
Answer:",B
"Question: John got his tax refund back.  He treated it like it was what?
Choices: A) candy B) death and C) free money D) discount E) credit
Answer:",C
"Question: A person with an allergy might be doing what if they awake suddenly?
Choices: A) have fun B) enjoy with friends C) stretch D) yawn E) sneezing
Answer:",E
"Question: Where is a ferret unlikely to be?
Choices: A) classroom B) outdoors C) aquarium D) north carolina E) great britain
Answer:",A
"Question: If you jump in any of the oceans you will get?
Choices: A) tanned B) wet C) wide D) very deep E) fish
Answer:",B
"Question: Immediately after peeing, a person's bladder is what?
Choices: A) collapsed B) empty C) full D) filled E) stretchable
Answer:",B
"Question: The lady would eat and eat, and because of mental issues would then make herself what?
Choices: A) wash dishes B) throwing up C) drinking D) throw up E) turn inside out
Answer:",D
"Question: A car was hailed to chauffeur someone to the opera house, where was it heading?
Choices: A) go downtown B) appear suddenly C) go fast D) bottom out E) east
Answer:",A
"Question: What do you go to see for live entertainment?
Choices: A) movie B) show C) concert venue D) casino E) theatre
Answer:",B
"Question: The teacher thought that a ferret can be very mischievous and probably wouldn't make a great pet for the entire what?
Choices: A) bad mood B) hutch C) classroom D) pair of trousers E) year
Answer:",C
"Question: A creek is a body of water found in what low land?
Choices: A) forest B) valley C) outdoors D) countryside E) woods
Answer:",B
"Question: If I have a pet bird, what does it likely live in?
Choices: A) forest B) bathroom C) windowsill D) countryside E) cage
Answer:",E
"Question: Joe and Mac were playing basketball. They did it every day in their back yard.  Why were they playing basketball?
Choices: A) study B) have fun C) pain D) cheers E) knee injury
Answer:",B
"Question: What makes someone a nomad?
Choices: A) unpleasant things B) hangnail C) have no home D) have no car E) schizophrenia
Answer:",C
"Question: What is a treat that you dog will enjoy?
Choices: A) salad B) petted C) affection D) bone E) lots of attention
Answer:",D
"Question: Women used to be expected to wear a dress but it's now acceptable for them to wear what?
Choices: A) man suit B) pants C) naked D) action E) long skirt
Answer:",B
"Question: The fact that Joe was able to memorize the list in spite of his apparent  state proved that part of his brain was what?
Choices: A) awake B) repeat C) sleeping D) concentrate E) read aloud
Answer:",A
"Question: What is a wet person likely to do?
Choices: A) gain weight B) thank god C) catch cold D) suicide E) cross street
Answer:",C
"Question: After recovering from the disease, what did the doctor call the patient?
Choices: A) healthy B) passing around C) cure D) wellness E) healthy
Answer:",A
"Question: The painter started to edge the room with tape, he always took extra care to make the lines clean and crisp when working with an what?
Choices: A) triangle B) middle C) corner D) center E) interior
Answer:",E
"Question: After high tide, where on the coast can you look to find a sea anemone?
Choices: A) nursery B) museum C) gulf of mexico D) tide pool E) intertidal zone
Answer:",D
"Question: What could a driving car do to a pedestrian?
Choices: A) say hello B) wreak C) pollution D) smoke E) relaxation
Answer:",B
"Question: People do many things to alleviate boredom.  If you can't get out of the house you might decide to do what?
Choices: A) play cards B) skateboard C) meet interesting people D) listen to music E) go to a concert
Answer:",D
"Question: At a grocery store they sell individual potatoes, where does the grocery clerk likely put the potato?
Choices: A) boiling water B) root cellar C) rocket ship D) paper bag E) underground
Answer:",D
"Question: What room is a rubber bath mat usually kept?
Choices: A) doorway B) living room C) sand D) floors E) bathroom
Answer:",E
"Question: What would you put meat on top of to cook it?
Choices: A) oil B) freezer C) ham sandwich D) oven E) frying pan
Answer:",E
"Question: Minerals can be obtained in what way for a person who avoids leafy greens?
Choices: A) multivitamin B) farm C) michigan D) earth E) ore
Answer:",A
"Question: What could you be a few hours after you finish cashing in due to your cash?
Choices: A) happy B) receiving money C) getting paid D) spending money E) selling out
Answer:",A
"Question: The smelly man was having a bath, but what is he pursuing?
Choices: A) hydration B) being clear C) personal cleanliness D) will drown E) use of water
Answer:",C
"Question: What might a couple have a lot of when they are deciding on stopping being married to each other?
Choices: A) pleasure B) detachment C) exercise D) bankruptcy E) fights
Answer:",E
"Question: If a person is working a lot, what are they likely trying to earn?
Choices: A) much money B) own house C) creativity D) new car E) caregiver
Answer:",A
"Question: The traveling business man was glad his credit card had perks, it offset the high prices for travel from a what?
Choices: A) car B) theatre C) airport D) hotel E) disneyland
Answer:",C
"Question: Billy hated using other people's toilets. He was only comfortable on his own.  So whenever he needed to poop, he would go back to his what?
Choices: A) bathroom B) motel room C) nearest public restroom D) house E) apartment
Answer:",D
"Question: The forest experienced a cold winter, where is it located?
Choices: A) earth B) south america C) amazon basin D) temperate zone E) national park
Answer:",D
"Question: How can you let someone know about your anger without hurting him or her?
Choices: A) release energy B) destroy enemy C) punch D) write letter E) lose your temper
Answer:",D
"Question: Where is one likely to find a brownstone?
Choices: A) new york city B) subdivision C) ring D) hazleton E) live in
Answer:",A
"Question: What may I place the telephone on?
Choices: A) bar B) friend's house C) desktop D) party E) office
Answer:",C
"Question: What language type is someone from Iran likely to use?
Choices: A) books B) dard C) sky D) closed room E) television
Answer:",B
"Question: John went to a party that lasted all night.  Because of this, he didn't have time for what?
Choices: A) meeting B) blowing off steam C) stay home D) partying hard E) studying
Answer:",E
"Question: The child wasn't allowed in the kitchen but still wanted to help, what could it do to help in the dining room?
Choices: A) set table B) form opinions C) make honey D) become adult E) gather flowers
Answer:",A
"Question: He was having a hard time expressing himself in a healthy way, the psychologist said he was mentally what?
Choices: A) slow B) understood C) suffering D) embarrassment E) fun
Answer:",C
"Question: When someone is physically competing what does their body do?
Choices: A) tension B) perform better C) releases heat D) winning or losing E) sweat
Answer:",E
